combo_id,fold,val_auc,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
21,0,0.8761,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
21,1,0.844,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
21,2,0.8354,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
21,3,0.6254,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
21,4,0.8152,128,32,5,0.5,0.1,0.005,0.0001,200,128,0.0,10
22,0,0.8741,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
22,1,0.8688,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
22,2,0.8851,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
22,3,0.8519,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
22,4,0.8742,32,32,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
23,0,0.8976,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
23,1,0.8973,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
23,2,0.8395,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
23,3,0.9204,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
23,4,0.9092,64,64,1,0.1,0.5,0.005,0.0001,300,128,0.0,10
24,0,0.8093,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
24,1,0.6183,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
24,2,0.6065,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
24,3,0.8188,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
24,4,0.6061,32,32,1,0.5,0.1,0.001,0.0001,300,32,0.1,10
25,0,0.9002,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
25,1,0.8774,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
25,2,0.8882,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
25,3,0.8865,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
25,4,0.9125,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
26,0,0.8812,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
26,1,0.8769,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
26,2,0.919,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
26,3,0.9146,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
26,4,0.9318,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
27,0,0.7843,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
27,1,0.8784,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
27,2,0.8795,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
27,3,0.8792,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
27,4,0.7748,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
28,0,0.8727,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
28,1,0.6193,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
28,2,0.8159,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
28,3,0.6572,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
28,4,0.6348,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
29,0,0.8846,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
29,1,0.8465,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
29,2,0.8217,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
29,3,0.8981,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
29,4,0.8228,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
30,0,0.8581,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
30,1,0.7867,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
30,2,0.8719,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
30,3,0.83,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
30,4,0.8301,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
31,0,0.8731,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
31,1,0.9127,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
31,2,0.9011,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
31,3,0.8841,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
31,4,0.843,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
32,0,0.9056,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
32,1,0.9204,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
32,2,0.8849,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
32,3,0.8706,64,32,3,0.1,0.5,0.001,0.0001,200,64,0.1,10
