combo_id,fold,val_f1,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
64,2,0.2597,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
64,3,0.1478,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
64,4,0.4012,32,64,5,0.1,0.1,0.001,0.0001,1000,32,0.0,10
65,0,0.6301,32,64,4,0.5,0.5,0.005,0.0001,300,128,0.0,10
65,1,0.5172,32,64,4,0.5,0.5,0.005,0.0001,300,128,0.0,10
65,2,0.4718,32,64,4,0.5,0.5,0.005,0.0001,300,128,0.0,10
65,3,0.4906,32,64,4,0.5,0.5,0.005,0.0001,300,128,0.0,10
65,4,0.5884,32,64,4,0.5,0.5,0.005,0.0001,300,128,0.0,10
66,0,0.7007,128,128,6,0.1,0.5,0.005,0.0001,400,128,0.1,0
66,1,0.7113,128,128,6,0.1,0.5,0.005,0.0001,400,128,0.1,0
66,2,0.7459,128,128,6,0.1,0.5,0.005,0.0001,400,128,0.1,0
66,3,0.6719,128,128,6,0.1,0.5,0.005,0.0001,400,128,0.1,0
66,4,0.7549,128,128,6,0.1,0.5,0.005,0.0001,400,128,0.1,0
67,0,0.5961,64,32,4,0.5,0.5,0.001,0.0001,1000,128,0.0,10
67,1,0.6419,64,32,4,0.5,0.5,0.001,0.0001,1000,128,0.0,10
67,2,0.4885,64,32,4,0.5,0.5,0.001,0.0001,1000,128,0.0,10
67,3,0.2231,64,32,4,0.5,0.5,0.001,0.0001,1000,128,0.0,10
67,4,0.1446,64,32,4,0.5,0.5,0.001,0.0001,1000,128,0.0,10
68,0,0.4054,64,64,5,0.1,0.5,0.001,0.0001,1000,64,0.1,0
68,1,0.4913,64,64,5,0.1,0.5,0.001,0.0001,1000,64,0.1,0
68,2,0.6751,64,64,5,0.1,0.5,0.001,0.0001,1000,64,0.1,0
68,3,0.6911,64,64,5,0.1,0.5,0.001,0.0001,1000,64,0.1,0
68,4,0.3408,64,64,5,0.1,0.5,0.001,0.0001,1000,64,0.1,0
69,0,0.7272,128,32,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10
69,1,0.5855,128,32,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10
69,2,0.7402,128,32,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10
69,3,0.7513,128,32,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10
69,4,0.6495,128,32,4,0.5,0.1,0.005,0.0001,1000,128,0.1,10
70,0,0.6029,64,128,4,0.1,0.1,0.005,0.0001,700,128,0.1,0
70,1,0.6829,64,128,4,0.1,0.1,0.005,0.0001,700,128,0.1,0
70,2,0.7154,64,128,4,0.1,0.1,0.005,0.0001,700,128,0.1,0
70,3,0.5669,64,128,4,0.1,0.1,0.005,0.0001,700,128,0.1,0
70,4,0.7146,64,128,4,0.1,0.1,0.005,0.0001,700,128,0.1,0
71,0,0.4783,64,128,3,0.1,0.5,0.005,0.0001,500,128,0.1,0
71,1,0.727,64,128,3,0.1,0.5,0.005,0.0001,500,128,0.1,0
71,2,0.4729,64,128,3,0.1,0.5,0.005,0.0001,500,128,0.1,0
71,3,0.6806,64,128,3,0.1,0.5,0.005,0.0001,500,128,0.1,0
71,4,0.6566,64,128,3,0.1,0.5,0.005,0.0001,500,128,0.1,0
72,0,0.6265,64,64,5,0.1,0.5,0.005,0.0001,400,32,0.1,10
72,1,0.7129,64,64,5,0.1,0.5,0.005,0.0001,400,32,0.1,10
72,2,0.6445,64,64,5,0.1,0.5,0.005,0.0001,400,32,0.1,10
72,3,0.7344,64,64,5,0.1,0.5,0.005,0.0001,400,32,0.1,10
72,4,0.6598,64,64,5,0.1,0.5,0.005,0.0001,400,32,0.1,10
73,0,0.7327,128,32,5,0.1,0.5,0.005,0.0001,200,32,0.0,10
73,1,0.7046,128,32,5,0.1,0.5,0.005,0.0001,200,32,0.0,10
73,2,0.7596,128,32,5,0.1,0.5,0.005,0.0001,200,32,0.0,10
73,3,0.7446,128,32,5,0.1,0.5,0.005,0.0001,200,32,0.0,10
73,4,0.713,128,32,5,0.1,0.5,0.005,0.0001,200,32,0.0,10
74,0,0.6811,128,128,1,0.1,0.1,0.005,0.0001,600,64,0.0,10
74,1,0.6377,128,128,1,0.1,0.1,0.005,0.0001,600,64,0.0,10
74,2,0.6842,128,128,1,0.1,0.1,0.005,0.0001,600,64,0.0,10
74,3,0.6294,128,128,1,0.1,0.1,0.005,0.0001,600,64,0.0,10
74,4,0.6099,128,128,1,0.1,0.1,0.005,0.0001,600,64,0.0,10
75,0,0.7175,128,64,2,0.5,0.1,0.005,0.0001,300,32,0.1,10
75,1,0.7082,128,64,2,0.5,0.1,0.005,0.0001,300,32,0.1,10
75,2,0.6832,128,64,2,0.5,0.1,0.005,0.0001,300,32,0.1,10
75,3,0.6588,128,64,2,0.5,0.1,0.005,0.0001,300,32,0.1,10
75,4,0.6398,128,64,2,0.5,0.1,0.005,0.0001,300,32,0.1,10
76,0,0.6537,128,32,5,0.5,0.1,0.001,0.0001,500,64,0.1,0
76,1,0.6843,128,32,5,0.5,0.1,0.001,0.0001,500,64,0.1,0
76,2,0.6535,128,32,5,0.5,0.1,0.001,0.0001,500,64,0.1,0
76,3,0.6194,128,32,5,0.5,0.1,0.001,0.0001,500,64,0.1,0
76,4,0.6322,128,32,5,0.5,0.1,0.001,0.0001,500,64,0.1,0
77,0,0.7293,128,64,3,0.5,0.1,0.005,0.0001,1000,64,0.0,10
77,1,0.6743,128,64,3,0.5,0.1,0.005,0.0001,1000,64,0.0,10
77,2,0.6058,128,64,3,0.5,0.1,0.005,0.0001,1000,64,0.0,10
77,3,0.708,128,64,3,0.5,0.1,0.005,0.0001,1000,64,0.0,10
77,4,0.609,128,64,3,0.5,0.1,0.005,0.0001,1000,64,0.0,10
78,0,0.269,32,32,1,0.5,0.1,0.001,0.0001,400,64,0.1,0
78,1,0.1631,32,32,1,0.5,0.1,0.001,0.0001,400,64,0.1,0
78,2,0.417,32,32,1,0.5,0.1,0.001,0.0001,400,64,0.1,0
78,3,0.3731,32,32,1,0.5,0.1,0.001,0.0001,400,64,0.1,0
78,4,0.4975,32,32,1,0.5,0.1,0.001,0.0001,400,64,0.1,0
79,0,0.6542,32,32,5,0.1,0.5,0.001,0.0001,300,64,0.1,0
79,1,0.6728,32,32,5,0.1,0.5,0.001,0.0001,300,64,0.1,0
79,2,0.5514,32,32,5,0.1,0.5,0.001,0.0001,300,64,0.1,0
79,3,0.5441,32,32,5,0.1,0.5,0.001,0.0001,300,64,0.1,0
79,4,0.6717,32,32,5,0.1,0.5,0.001,0.0001,300,64,0.1,0
80,0,0.5227,32,128,1,0.1,0.1,0.005,0.0001,1000,64,0.1,0
80,1,0.6069,32,128,1,0.1,0.1,0.005,0.0001,1000,64,0.1,0
80,2,0.5282,32,128,1,0.1,0.1,0.005,0.0001,1000,64,0.1,0
80,3,0.583,32,128,1,0.1,0.1,0.005,0.0001,1000,64,0.1,0
80,4,0.3662,32,128,1,0.1,0.1,0.005,0.0001,1000,64,0.1,0
81,0,0.607,32,32,3,0.5,0.5,0.005,0.0001,200,128,0.0,10
81,1,0.5434,32,32,3,0.5,0.5,0.005,0.0001,200,128,0.0,10
81,2,0.1535,32,32,3,0.5,0.5,0.005,0.0001,200,128,0.0,10
81,3,0.4617,32,32,3,0.5,0.5,0.005,0.0001,200,128,0.0,10
81,4,0.4601,32,32,3,0.5,0.5,0.005,0.0001,200,128,0.0,10
82,0,0.7623,128,32,3,0.1,0.5,0.005,0.0001,400,32,0.1,10
82,1,0.7126,128,32,3,0.1,0.5,0.005,0.0001,400,32,0.1,10
82,2,0.7457,128,32,3,0.1,0.5,0.005,0.0001,400,32,0.1,10
82,3,0.7523,128,32,3,0.1,0.5,0.005,0.0001,400,32,0.1,10
82,4,0.6532,128,32,3,0.1,0.5,0.005,0.0001,400,32,0.1,10
83,0,0.6483,64,64,3,0.1,0.5,0.001,0.0001,200,128,0.0,0
83,1,0.5995,64,64,3,0.1,0.5,0.001,0.0001,200,128,0.0,0
83,2,0.1799,64,64,3,0.1,0.5,0.001,0.0001,200,128,0.0,0
83,3,0.6925,64,64,3,0.1,0.5,0.001,0.0001,200,128,0.0,0
83,4,0.5135,64,64,3,0.1,0.5,0.001,0.0001,200,128,0.0,0
84,0,0.6823,128,128,3,0.1,0.5,0.001,0.0001,200,128,0.1,0
84,1,0.7133,128,128,3,0.1,0.5,0.001,0.0001,200,128,0.1,0
84,2,0.6267,128,128,3,0.1,0.5,0.001,0.0001,200,128,0.1,0
84,3,0.6422,128,128,3,0.1,0.5,0.001,0.0001,200,128,0.1,0
84,4,0.5074,128,128,3,0.1,0.5,0.001,0.0001,200,128,0.1,0
85,0,0.7254,32,128,3,0.5,0.5,0.001,0.0001,700,32,0.1,0
85,1,0.1459,32,128,3,0.5,0.5,0.001,0.0001,700,32,0.1,0
85,2,0.2208,32,128,3,0.5,0.5,0.001,0.0001,700,32,0.1,0
85,3,0.5285,32,128,3,0.5,0.5,0.001,0.0001,700,32,0.1,0
85,4,0.4547,32,128,3,0.5,0.5,0.001,0.0001,700,32,0.1,0
86,0,0.2022,32,32,5,0.5,0.1,0.005,0.0001,200,64,0.1,0
86,1,0.4064,32,32,5,0.5,0.1,0.005,0.0001,200,64,0.1,0
86,2,0.1471,32,32,5,0.5,0.1,0.005,0.0001,200,64,0.1,0
86,3,0.6726,32,32,5,0.5,0.1,0.005,0.0001,200,64,0.1,0
86,4,0.4545,32,32,5,0.5,0.1,0.005,0.0001,200,64,0.1,0
87,0,0.6584,32,128,1,0.1,0.5,0.005,0.0001,600,64,0.0,10
87,1,0.6387,32,128,1,0.1,0.5,0.005,0.0001,600,64,0.0,10
87,2,0.6381,32,128,1,0.1,0.5,0.005,0.0001,600,64,0.0,10
87,3,0.5951,32,128,1,0.1,0.5,0.005,0.0001,600,64,0.0,10
87,4,0.4399,32,128,1,0.1,0.5,0.005,0.0001,600,64,0.0,10
88,0,0.6102,64,128,3,0.1,0.5,0.001,0.0001,600,64,0.1,10
88,1,0.576,64,128,3,0.1,0.5,0.001,0.0001,600,64,0.1,10
88,2,0.6636,64,128,3,0.1,0.5,0.001,0.0001,600,64,0.1,10
88,3,0.692,64,128,3,0.1,0.5,0.001,0.0001,600,64,0.1,10
88,4,0.6439,64,128,3,0.1,0.5,0.001,0.0001,600,64,0.1,10
89,0,0.6884,64,64,6,0.5,0.5,0.005,0.0001,200,128,0.0,10
89,1,0.6339,64,64,6,0.5,0.5,0.005,0.0001,200,128,0.0,10
89,2,0.6062,64,64,6,0.5,0.5,0.005,0.0001,200,128,0.0,10
89,3,0.5751,64,64,6,0.5,0.5,0.005,0.0001,200,128,0.0,10
89,4,0.4987,64,64,6,0.5,0.5,0.005,0.0001,200,128,0.0,10
90,0,0.7372,128,64,6,0.5,0.5,0.005,0.0001,400,128,0.0,0
90,1,0.7293,128,64,6,0.5,0.5,0.005,0.0001,400,128,0.0,0
90,2,0.6363,128,64,6,0.5,0.5,0.005,0.0001,400,128,0.0,0
90,3,0.7339,128,64,6,0.5,0.5,0.005,0.0001,400,128,0.0,0
90,4,0.6258,128,64,6,0.5,0.5,0.005,0.0001,400,128,0.0,0
91,0,0.7064,128,32,6,0.5,0.5,0.005,0.0001,500,64,0.0,0
91,1,0.7184,128,32,6,0.5,0.5,0.005,0.0001,500,64,0.0,0
91,2,0.7539,128,32,6,0.5,0.5,0.005,0.0001,500,64,0.0,0
91,3,0.7282,128,32,6,0.5,0.5,0.005,0.0001,500,64,0.0,0
91,4,0.7176,128,32,6,0.5,0.5,0.005,0.0001,500,64,0.0,0
92,0,0.5982,32,32,4,0.1,0.5,0.005,0.0001,1000,128,0.0,10
92,1,0.6964,32,32,4,0.1,0.5,0.005,0.0001,1000,128,0.0,10
92,2,0.5524,32,32,4,0.1,0.5,0.005,0.0001,1000,128,0.0,10
92,3,0.4577,32,32,4,0.1,0.5,0.005,0.0001,1000,128,0.0,10
92,4,0.5011,32,32,4,0.1,0.5,0.005,0.0001,1000,128,0.0,10
93,0,0.6991,128,128,4,0.5,0.1,0.001,0.0001,300,32,0.1,0
93,1,0.3903,128,128,4,0.5,0.1,0.001,0.0001,300,32,0.1,0
93,2,0.6062,128,128,4,0.5,0.1,0.001,0.0001,300,32,0.1,0
93,3,0.6376,128,128,4,0.5,0.1,0.001,0.0001,300,32,0.1,0
93,4,0.6393,128,128,4,0.5,0.1,0.001,0.0001,300,32,0.1,0
94,0,0.1762,32,128,4,0.5,0.5,0.001,0.0001,1000,64,0.1,0
94,1,0.4986,32,128,4,0.5,0.5,0.001,0.0001,1000,64,0.1,0
94,2,0.5806,32,128,4,0.5,0.5,0.001,0.0001,1000,64,0.1,0
94,3,0.4015,32,128,4,0.5,0.5,0.001,0.0001,1000,64,0.1,0
94,4,0.6423,32,128,4,0.5,0.5,0.001,0.0001,1000,64,0.1,0
95,0,0.6725,64,128,4,0.1,0.1,0.005,0.0001,200,32,0.0,0
95,1,0.6672,64,128,4,0.1,0.1,0.005,0.0001,200,32,0.0,0
95,2,0.6245,64,128,4,0.1,0.1,0.005,0.0001,200,32,0.0,0
95,3,0.5885,64,128,4,0.1,0.1,0.005,0.0001,200,32,0.0,0
95,4,0.7029,64,128,4,0.1,0.1,0.005,0.0001,200,32,0.0,0
96,0,0.5095,64,128,5,0.5,0.5,0.001,0.0001,700,128,0.1,0
96,1,0.3525,64,128,5,0.5,0.5,0.001,0.0001,700,128,0.1,0
96,2,0.5963,64,128,5,0.5,0.5,0.001,0.0001,700,128,0.1,0
96,3,0.5674,64,128,5,0.5,0.5,0.001,0.0001,700,128,0.1,0
96,4,0.4586,64,128,5,0.5,0.5,0.001,0.0001,700,128,0.1,0
97,0,0.6569,128,32,1,0.5,0.5,0.005,0.0001,1000,64,0.1,10
97,1,0.6878,128,32,1,0.5,0.5,0.005,0.0001,1000,64,0.1,10
97,2,0.7124,128,32,1,0.5,0.5,0.005,0.0001,1000,64,0.1,10
97,3,0.667,128,32,1,0.5,0.5,0.005,0.0001,1000,64,0.1,10
97,4,0.653,128,32,1,0.5,0.5,0.005,0.0001,1000,64,0.1,10
98,0,0.1515,32,64,2,0.5,0.1,0.005,0.0001,600,64,0.0,10
98,1,0.1515,32,64,2,0.5,0.1,0.005,0.0001,600,64,0.0,10
98,2,0.5659,32,64,2,0.5,0.1,0.005,0.0001,600,64,0.0,10
98,3,0.6797,32,64,2,0.5,0.1,0.005,0.0001,600,64,0.0,10
98,4,0.6503,32,64,2,0.5,0.1,0.005,0.0001,600,64,0.0,10
99,0,0.6159,32,128,6,0.1,0.1,0.005,0.0001,600,128,0.0,0
99,1,0.6792,32,128,6,0.1,0.1,0.005,0.0001,600,128,0.0,0
99,2,0.7015,32,128,6,0.1,0.1,0.005,0.0001,600,128,0.0,0
99,3,0.6513,32,128,6,0.1,0.1,0.005,0.0001,600,128,0.0,0
99,4,0.599,32,128,6,0.1,0.1,0.005,0.0001,600,128,0.0,0
