combo_id,fold,val_auc,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
36,4,0.5944,64,64,3,0.5,0.5,0.005,0.0001,700,32,0.0,10
37,0,0.842,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
37,1,0.8724,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
37,2,0.8639,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
37,3,0.8541,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
37,4,0.9059,128,64,5,0.1,0.1,0.005,0.0001,200,64,0.1,0
38,0,0.6223,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
38,1,0.7712,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
38,2,0.5791,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
38,3,0.6796,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
38,4,0.7441,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
39,0,0.8639,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
39,1,0.8934,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
39,2,0.8565,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
39,3,0.9235,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
39,4,0.8654,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
40,0,0.7523,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
40,1,0.7155,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
40,2,0.8094,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
40,3,0.7774,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
40,4,0.8339,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
41,0,0.8312,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
41,1,0.7591,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
41,2,0.7984,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
41,3,0.8804,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
41,4,0.8073,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
42,0,0.8277,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
42,1,0.8749,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
42,2,0.8542,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
42,3,0.8996,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
42,4,0.9056,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
43,0,0.6437,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
43,1,0.5636,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
43,2,0.5882,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
43,3,0.72,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
43,4,0.7508,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
44,0,0.8672,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
44,1,0.8855,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
44,2,0.8498,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
44,3,0.8749,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
44,4,0.8648,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
45,0,0.8569,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,1,0.7862,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,2,0.8064,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,3,0.871,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
