combo_id,fold,val_macro,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
25,0,0.9287,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
25,1,0.9342,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
25,2,0.8911,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
25,3,0.9425,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
25,4,0.9387,64,64,3,0.1,0.1,0.001,0.0001,500,64,0.1,10
26,0,0.9335,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
26,1,0.9293,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
26,2,0.8635,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
26,3,0.9308,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
26,4,0.9151,64,32,6,0.1,0.1,0.005,0.0001,600,64,0.0,10
27,0,0.9303,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
27,1,0.9118,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
27,2,0.9264,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
27,3,0.9298,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
27,4,0.9112,32,32,2,0.1,0.5,0.001,0.0001,700,64,0.1,10
28,0,0.912,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
28,1,0.9346,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
28,2,0.8512,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
28,3,0.9201,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
28,4,0.9237,64,128,3,0.5,0.1,0.005,0.0001,300,32,0.0,10
29,0,0.9506,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
29,1,0.9229,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
29,2,0.9348,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
29,3,0.9417,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
29,4,0.9263,32,64,4,0.1,0.1,0.001,0.0001,700,64,0.0,10
30,0,0.9239,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
30,1,0.9302,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
30,2,0.9093,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
30,3,0.8945,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
30,4,0.9211,32,32,3,0.1,0.1,0.001,0.0001,600,128,0.1,0
31,0,0.9377,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
31,1,0.9297,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
31,2,0.9095,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
31,3,0.9333,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
31,4,0.9057,128,128,6,0.1,0.5,0.005,0.0001,1000,128,0.1,0
